Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company
100365,TX9524,2024-03-16 01:38:00,2024-03-16 02:30:27,3147,13.87,35,18,36.54,0.09,2.5,0,39.13,No Charge,Flash Cab
100366,TX4254,2024-07-05 12:17:00,2024-07-05 13:11:04,3244,12.55,26,34,33.37,2.83,0.0,3,39.2,Credit Card,Blue Ribbon
100367,TX8875,2024-09-13 08:43:00,2024-09-13 09:15:58,1978,6.26,43,31,18.27,0.39,2.5,1,22.16,Cash,Flash Cab
100368,TX2475,2024-09-01 18:49:00,2024-09-01 19:00:04,664,18.18,66,10,46.88,8.35,2.5,1,58.73,Cash,Blue Ribbon
100369,TX1820,2024-08-22 20:18:00,2024-08-22 20:38:46,1246,9.41,13,23,25.83,9.77,0.0,3,38.6,Cash,Blue Ribbon
100370,TX1751,2024-05-11 09:36:00,2024-05-11 10:35:43,3583,13.7,2,18,36.13,4.26,0.0,0,40.39,Credit Card,Blue Ribbon
100371,TX6615,2024-05-10 10:07:00,2024-05-10 10:41:52,2092,19.12,24,15,49.14,2.68,0.0,2,53.82,No Charge,Taxi Affiliation
100372,TX3732,2024-06-15 11:17:00,2024-06-15 11:40:33,1413,16.8,15,17,43.57,6.9,2.5,3,55.97,Cash,Yellow Cab
100373,TX3969,2024-02-08 00:15:00,2024-02-08 00:48:24,2004,18.27,49,46,47.1,4.83,5.0,3,59.93,Cash,Yellow Cab
100374,TX5286,2024-06-25 03:12:00,2024-06-25 03:50:19,2299,2.7,41,2,9.73,4.11,0.0,0,13.84,Credit Card,Blue Ribbon
100375,TX8895,2024-07-08 05:57:00,2024-07-08 06:37:42,2442,13.92,45,50,36.66,6.18,2.5,1,46.34,Credit Card,Medallion
100376,TX9123,2024-11-21 00:57:00,2024-11-21 01:43:50,2810,1.56,22,10,6.99,6.43,0.0,3,16.42,No Charge,Blue Ribbon
100377,TX7607,2024-03-28 22:56:00,2024-03-28 23:23:35,1655,19.42,31,11,49.86,0.5,0.0,3,53.36,No Charge,Taxi Affiliation
100378,TX2944,2024-10-18 23:31:00,2024-10-19 00:15:07,2647,9.24,64,3,25.43,8.57,2.5,2,38.5,Cash,Taxi Affiliation
100379,TX9328,2024-05-30 09:04:00,2024-05-30 09:11:26,446,11.36,72,27,30.51,0.0,0.0,2,32.51,No Charge,Blue Ribbon
100380,TX6952,2024-05-12 12:56:00,2024-05-12 13:04:42,522,16.42,58,15,42.66,8.44,0.0,3,54.1,Cash,Yellow Cab
100381,TX2741,2024-01-02 01:11:00,2024-01-02 01:39:18,1698,7.43,6,22,21.08,6.34,0.0,2,29.42,No Charge,Yellow Cab
100382,TX4072,2024-10-26 11:20:00,2024-10-26 12:13:56,3236,14.98,16,51,39.2,4.09,0.0,1,44.29,Credit Card,Taxi Affiliation
100383,TX3018,2024-10-27 11:03:00,2024-10-27 12:01:20,3500,4.22,58,59,13.38,3.38,2.5,0,19.26,Credit Card,Taxi Affiliation
100384,TX9328,2024-01-02 19:54:00,2024-01-02 20:35:12,2472,14.86,23,75,38.91,5.53,2.5,3,49.94,Credit Card,Yellow Cab
100385,TX7859,2024-02-07 22:52:00,2024-02-07 23:23:26,1886,13.32,32,36,35.22,6.06,0.0,3,44.28,No Charge,Blue Ribbon
100386,TX9975,2024-04-17 08:31:00,2024-04-17 09:06:54,2154,16.19,41,71,42.11,1.38,5.0,2,50.49,Credit Card,Yellow Cab
100387,TX9255,2024-03-17 14:29:00,2024-03-17 15:16:36,2856,14.43,70,42,37.88,6.87,0.0,1,45.75,Cash,Blue Ribbon
100388,TX7920,2024-07-23 23:16:00,2024-07-23 23:53:47,2267,11.86,2,67,31.71,9.43,2.5,2,45.64,Cash,Flash Cab
100389,TX5695,2024-05-18 22:05:00,2024-05-18 22:19:55,895,1.53,33,19,6.92,0.57,0.0,1,8.49,Cash,Blue Ribbon
100390,TX4675,2024-03-15 12:35:00,2024-03-15 13:31:26,3386,11.05,72,50,29.77,3.59,2.5,0,35.86,Credit Card,Medallion
100391,TX7349,2024-10-12 19:22:00,2024-10-12 20:21:23,3563,16.08,54,41,41.84,2.88,0.0,3,47.72,Cash,Flash Cab
100392,TX7025,2024-09-28 00:17:00,2024-09-28 00:39:09,1329,4.46,76,70,13.95,8.69,2.5,1,26.14,Credit Card,Yellow Cab
100393,TX9418,2024-04-17 08:33:00,2024-04-17 09:08:38,2138,3.96,16,49,12.75,6.83,0.0,1,20.58,Cash,Taxi Affiliation
100394,TX6415,2024-04-11 20:55:00,2024-04-11 21:37:59,2579,5.65,60,20,16.81,1.61,0.0,0,18.42,Cash,Yellow Cab
100395,TX9037,2024-12-04 08:28:00,2024-12-04 08:55:01,1621,12.14,74,71,32.39,7.74,5.0,2,47.13,Mobile,Flash Cab
100396,TX9276,2024-10-12 16:58:00,2024-10-12 17:51:18,3198,6.7,21,54,19.33,2.2,0.0,0,21.53,No Charge,Flash Cab
100397,TX5809,2024-05-07 11:07:00,2024-05-07 11:27:06,1206,17.73,28,68,45.8,6.63,0.0,2,54.43,No Charge,Medallion
100398,TX4937,2024-10-27 03:29:00,2024-10-27 04:25:20,3380,19.63,32,6,50.36,0.09,0.0,3,53.45,Mobile,Taxi Affiliation
100399,TX1404,2024-11-29 17:32:00,2024-11-29 18:31:21,3561,18.93,67,48,48.68,3.86,5.0,2,59.54,No Charge,Taxi Affiliation
100400,TX2572,2024-01-17 05:10:00,2024-01-17 05:35:14,1514,18.02,22,69,46.5,1.93,5.0,0,53.43,Cash,Flash Cab
100401,TX4368,2024-03-17 23:50:00,2024-03-18 00:40:45,3045,12.78,69,56,33.92,2.13,2.5,0,38.55,Cash,Yellow Cab
100402,TX3916,2024-01-09 21:33:00,2024-01-09 22:09:20,2180,14.48,33,72,38.0,0.38,0.0,0,38.38,Cash,Medallion
100403,TX8094,2024-10-26 09:25:00,2024-10-26 09:45:32,1232,18.26,41,3,47.07,4.08,2.5,3,56.65,No Charge,Flash Cab
100404,TX2189,2024-07-13 23:27:00,2024-07-13 23:32:24,324,13.01,46,65,34.47,6.18,5.0,0,45.65,Cash,Blue Ribbon
100405,TX7473,2024-10-13 17:57:00,2024-10-13 18:48:49,3109,6.38,4,61,18.56,0.87,2.5,3,24.93,Credit Card,Medallion
100406,TX3360,2024-03-21 07:12:00,2024-03-21 07:26:18,858,15.06,39,48,39.39,7.97,5.0,2,54.36,Cash,Medallion
100407,TX9800,2024-11-14 17:49:00,2024-11-14 18:31:53,2573,3.26,71,11,11.07,0.42,5.0,3,19.49,Mobile,Yellow Cab
100408,TX3637,2024-09-29 16:42:00,2024-09-29 17:37:36,3336,18.12,24,29,46.74,3.44,2.5,1,53.68,Mobile,Yellow Cab
100409,TX2198,2024-02-11 23:35:00,2024-02-11 23:52:22,1042,13.58,38,9,35.84,5.67,0.0,3,44.51,Mobile,Flash Cab
100410,TX4842,2024-03-13 03:03:00,2024-03-13 03:57:32,3272,11.82,13,37,31.62,9.52,0.0,1,42.14,Cash,Yellow Cab
100411,TX6971,2024-04-25 22:51:00,2024-04-25 23:29:10,2290,9.29,41,55,25.55,6.16,0.0,1,32.71,Credit Card,Flash Cab
100412,TX6889,2024-04-24 06:54:00,2024-04-24 07:15:48,1308,15.82,18,43,41.22,7.12,2.5,2,52.84,No Charge,Taxi Affiliation
100413,TX2343,2024-06-11 09:35:00,2024-06-11 10:04:29,1769,15.61,36,18,40.71,4.87,0.0,1,46.58,Credit Card,Blue Ribbon
100414,TX7637,2024-09-24 07:48:00,2024-09-24 08:35:46,2866,1.99,76,28,8.03,0.75,0.0,0,8.78,Cash,Medallion
100415,TX7430,2024-04-05 03:18:00,2024-04-05 04:00:06,2526,17.93,29,76,46.28,5.4,0.0,2,53.68,Mobile,Yellow Cab
100416,TX4913,2024-06-18 10:37:00,2024-06-18 11:16:12,2352,10.45,22,66,28.33,3.97,5.0,0,37.3,Credit Card,Taxi Affiliation
100417,TX6878,2024-02-28 05:18:00,2024-02-28 05:35:13,1033,11.54,6,29,30.95,5.66,0.0,3,39.61,No Charge,Yellow Cab
100418,TX7358,2024-01-24 03:17:00,2024-01-24 03:40:02,1382,7.7,61,59,21.73,0.43,0.0,2,24.16,Cash,Flash Cab
100419,TX9918,2024-08-24 08:53:00,2024-08-24 09:20:07,1627,2.51,73,23,9.27,9.68,0.0,2,20.95,No Charge,Taxi Affiliation
100420,TX7165,2024-05-13 06:00:00,2024-05-13 06:45:07,2707,13.24,29,67,35.03,8.35,5.0,2,50.38,No Charge,Blue Ribbon
100421,TX9222,2024-10-24 19:07:00,2024-10-24 19:35:33,1713,9.99,18,57,27.23,4.82,5.0,0,37.05,Credit Card,Yellow Cab
100422,TX6934,2024-01-29 07:36:00,2024-01-29 08:16:07,2407,13.05,16,30,34.57,2.12,0.0,1,37.69,No Charge,Blue Ribbon
100423,TX7732,2024-09-19 11:41:00,2024-09-19 11:53:44,764,9.89,3,32,26.99,4.79,0.0,1,32.78,Cash,Yellow Cab
100424,TX1916,2024-07-28 01:12:00,2024-07-28 01:57:26,2726,3.64,22,34,11.99,6.3,0.0,1,19.29,Credit Card,Medallion
100425,TX4548,2024-05-27 20:55:00,2024-05-27 21:40:54,2754,19.4,58,61,49.81,6.38,0.0,0,56.19,No Charge,Yellow Cab
100426,TX3747,2024-03-21 02:49:00,2024-03-21 03:22:02,1982,12.22,44,59,32.58,7.95,0.0,2,42.53,Cash,Yellow Cab
100427,TX3450,2024-05-17 22:51:00,2024-05-17 23:22:18,1878,3.08,13,23,10.64,0.17,5.0,3,18.81,No Charge,Medallion
100428,TX8901,2024-08-06 15:15:00,2024-08-06 15:22:39,459,17.62,17,70,45.54,5.31,0.0,0,50.85,Cash,Taxi Affiliation
100429,TX4759,2024-07-09 07:41:00,2024-07-09 08:14:43,2023,7.72,62,49,21.78,0.43,5.0,3,30.21,Mobile,Medallion
100430,TX7971,2024-10-20 04:53:00,2024-10-20 05:48:36,3336,18.2,18,33,46.93,8.37,5.0,0,60.3,No Charge,Yellow Cab
100431,TX4096,2024-11-27 14:26:00,2024-11-27 14:36:43,643,6.02,1,1,17.7,8.77,2.5,2,30.97,Cash,Medallion
100432,TX6935,2024-01-03 20:51:00,2024-01-03 21:21:36,1836,13.26,14,20,35.07,6.88,0.0,3,44.95,No Charge,Medallion
100433,TX7511,2024-04-02 14:16:00,2024-04-02 14:38:50,1370,17.17,27,53,44.46,4.24,0.0,2,50.7,No Charge,Yellow Cab
100434,TX7522,2024-05-15 00:58:00,2024-05-15 01:41:10,2590,11.32,18,16,30.42,2.54,0.0,2,34.96,Credit Card,Taxi Affiliation
100435,TX6544,2024-10-12 08:54:00,2024-10-12 09:46:44,3164,19.01,71,7,48.87,1.0,5.0,3,57.87,Credit Card,Taxi Affiliation
100436,TX2444,2024-08-19 18:22:00,2024-08-19 18:27:21,321,16.19,9,34,42.11,8.23,2.5,3,55.84,Credit Card,Blue Ribbon
100437,TX1941,2024-01-30 09:23:00,2024-01-30 10:09:34,2794,1.24,23,64,6.23,3.84,2.5,2,14.57,No Charge,Flash Cab
100438,TX9364,2024-03-14 16:32:00,2024-03-14 17:21:50,2990,18.65,67,30,48.01,5.18,0.0,0,53.19,Credit Card,Flash Cab
100439,TX7544,2024-05-11 05:27:00,2024-05-11 05:48:19,1279,13.27,46,51,35.1,9.76,0.0,2,46.86,No Charge,Medallion
100440,TX6703,2024-03-14 04:20:00,2024-03-14 05:00:20,2420,0.8,45,36,5.17,7.04,0.0,2,14.21,Credit Card,Medallion
100441,TX7670,2024-03-12 01:47:00,2024-03-12 02:23:02,2162,18.63,65,14,47.96,5.75,0.0,1,54.71,Cash,Medallion
100442,TX8254,2024-04-17 09:12:00,2024-04-17 09:40:12,1692,18.97,49,73,48.78,8.03,0.0,2,58.81,No Charge,Yellow Cab
100443,TX8896,2024-10-03 00:54:00,2024-10-03 01:22:11,1691,19.24,15,34,49.43,4.59,2.5,0,56.52,Cash,Taxi Affiliation
100444,TX7757,2024-08-18 23:01:00,2024-08-18 23:59:50,3530,19.89,46,67,50.99,6.77,0.0,2,59.76,Cash,Blue Ribbon
100445,TX3924,2024-03-31 15:18:00,2024-03-31 15:42:36,1476,2.31,61,41,8.79,6.74,0.0,0,15.53,Mobile,Yellow Cab
100446,TX4271,2024-11-21 20:39:00,2024-11-21 21:23:09,2649,5.75,31,31,17.05,9.47,0.0,3,29.52,Mobile,Yellow Cab
100447,TX2747,2024-03-24 16:50:00,2024-03-24 17:08:50,1130,16.78,16,11,43.52,8.36,0.0,1,52.88,No Charge,Medallion
100448,TX6167,2024-01-03 15:52:00,2024-01-03 16:49:10,3430,17.21,64,74,44.55,9.58,2.5,2,58.63,Mobile,Taxi Affiliation
100449,TX1887,2024-03-07 19:57:00,2024-03-07 20:54:10,3430,18.36,68,55,47.31,2.8,0.0,1,51.11,No Charge,Medallion
100450,TX2972,2024-01-13 02:32:00,2024-01-13 03:11:18,2358,7.27,67,59,20.7,8.6,0.0,3,32.3,Mobile,Flash Cab
100451,TX5254,2024-01-05 13:17:00,2024-01-05 14:08:01,3061,4.61,24,71,14.31,5.81,0.0,2,22.12,Mobile,Yellow Cab
100452,TX7945,2024-04-08 08:07:00,2024-04-08 08:44:10,2230,19.19,27,54,49.31,3.43,0.0,3,55.74,Mobile,Blue Ribbon
100453,TX2636,2024-11-07 07:12:00,2024-11-07 07:44:20,1940,5.95,35,31,17.53,1.8,0.0,1,20.33,No Charge,Taxi Affiliation
100454,TX3893,2024-03-12 15:13:00,2024-03-12 15:27:57,897,16.1,54,64,41.89,7.39,2.5,0,51.78,Credit Card,Medallion
100455,TX7527,2024-07-13 16:00:00,2024-07-13 16:54:11,3251,6.66,13,21,19.23,4.87,0.0,0,24.1,Cash,Yellow Cab
100456,TX5256,2024-10-23 13:15:00,2024-10-23 13:37:21,1341,9.79,47,47,26.75,6.3,2.5,2,37.55,Mobile,Blue Ribbon
100457,TX9821,2024-01-08 11:19:00,2024-01-08 11:52:06,1986,2.86,23,37,10.11,8.67,5.0,1,24.78,Mobile,Blue Ribbon
100458,TX5694,2024-09-02 08:26:00,2024-09-02 09:05:50,2390,10.01,60,19,27.27,7.37,0.0,3,37.64,Credit Card,Blue Ribbon
100459,TX3654,2024-06-02 19:53:00,2024-06-02 20:41:05,2885,12.44,44,30,33.11,4.05,0.0,0,37.16,Mobile,Blue Ribbon
100460,TX8289,2024-08-26 00:06:00,2024-08-26 00:30:53,1493,14.35,47,76,37.69,6.05,2.5,2,48.24,No Charge,Taxi Affiliation
100461,TX2311,2024-03-02 04:02:00,2024-03-02 04:19:33,1053,17.16,27,22,44.43,1.25,0.0,2,47.68,No Charge,Flash Cab
100462,TX7504,2024-02-05 00:57:00,2024-02-05 01:06:21,561,18.77,68,11,48.3,4.73,0.0,0,53.03,Cash,Blue Ribbon
100463,TX4757,2024-08-13 07:03:00,2024-08-13 07:18:36,936,2.14,32,37,8.39,9.32,2.5,2,22.21,No Charge,Yellow Cab
100464,TX8801,2024-02-18 01:07:00,2024-02-18 01:47:57,2457,16.85,60,70,43.69,0.29,0.0,2,45.98,Mobile,Medallion
100465,TX8126,2024-06-11 05:06:00,2024-06-11 05:20:13,853,19.41,68,69,49.83,6.98,0.0,3,59.81,Mobile,Blue Ribbon
100466,TX7753,2024-06-24 14:44:00,2024-06-24 15:25:50,2510,4.93,34,20,15.08,0.9,0.0,2,17.98,Mobile,Flash Cab
100467,TX8687,2024-01-01 06:48:00,2024-01-01 07:28:43,2443,16.4,69,2,42.61,8.48,0.0,2,53.09,No Charge,Taxi Affiliation
100468,TX1118,2024-04-19 08:02:00,2024-04-19 08:07:37,337,15.43,71,48,40.28,7.98,5.0,1,54.26,Credit Card,Taxi Affiliation
100469,TX4614,2024-11-17 10:26:00,2024-11-17 11:09:16,2596,9.02,34,11,24.9,2.5,2.5,3,32.9,No Charge,Yellow Cab
100470,TX9715,2024-07-07 08:12:00,2024-07-07 09:09:11,3431,16.1,35,53,41.89,6.13,0.0,2,50.02,Credit Card,Flash Cab
100471,TX5458,2024-03-07 15:53:00,2024-03-07 16:07:19,859,6.15,63,25,18.01,6.37,5.0,3,32.38,Mobile,Flash Cab
100472,TX5410,2024-02-25 15:30:00,2024-02-25 15:38:23,503,19.41,17,57,49.83,0.22,0.0,2,52.05,Cash,Yellow Cab
100473,TX9165,2024-02-03 02:09:00,2024-02-03 02:24:17,917,0.79,48,60,5.15,2.17,2.5,2,11.82,Cash,Blue Ribbon
100474,TX9899,2024-01-30 11:00:00,2024-01-30 11:56:14,3374,19.06,61,24,48.99,0.56,2.5,0,52.05,Credit Card,Blue Ribbon
100475,TX8257,2024-10-24 19:14:00,2024-10-24 19:45:02,1862,16.65,32,5,43.21,1.22,0.0,3,47.43,Credit Card,Taxi Affiliation
100476,TX7375,2024-09-24 23:20:00,2024-09-25 00:17:37,3457,2.33,40,42,8.84,6.66,0.0,3,18.5,Credit Card,Flash Cab
100477,TX6905,2024-09-28 09:30:00,2024-09-28 10:12:31,2551,10.66,7,28,28.83,2.53,0.0,1,32.36,Cash,Yellow Cab
100478,TX7484,2024-08-18 16:26:00,2024-08-18 17:00:38,2078,6.83,32,2,19.64,1.67,0.0,0,21.31,Cash,Medallion
100479,TX5075,2024-10-12 12:06:00,2024-10-12 12:58:09,3129,9.77,21,64,26.7,5.96,0.0,0,32.66,Cash,Medallion
100480,TX3061,2024-05-03 11:10:00,2024-05-03 12:06:51,3411,12.69,63,30,33.71,0.6,0.0,0,34.31,Mobile,Medallion
100481,TX1349,2024-10-14 08:33:00,2024-10-14 09:22:00,2940,15.26,49,46,39.87,8.06,2.5,1,51.43,Credit Card,Blue Ribbon
100482,TX4109,2024-11-23 10:38:00,2024-11-23 10:45:41,461,9.96,73,24,27.15,4.38,0.0,3,34.53,Mobile,Blue Ribbon
100483,TX2128,2024-09-23 21:49:00,2024-09-23 22:25:58,2218,5.87,68,20,17.34,8.31,5.0,1,31.65,No Charge,Blue Ribbon
100484,TX4039,2024-10-25 14:11:00,2024-10-25 14:33:58,1378,11.06,3,47,29.79,4.54,5.0,3,42.33,Credit Card,Blue Ribbon
100485,TX9586,2024-09-19 18:13:00,2024-09-19 18:22:19,559,13.34,64,71,35.27,5.39,2.5,1,44.16,Credit Card,Medallion
100486,TX1717,2024-04-13 08:01:00,2024-04-13 08:28:01,1621,8.49,17,23,23.63,3.22,0.0,0,26.85,Cash,Yellow Cab
100487,TX9615,2024-02-09 05:27:00,2024-02-09 06:05:08,2288,4.24,76,33,13.43,0.32,2.5,3,19.25,Cash,Blue Ribbon
100488,TX2310,2024-03-21 14:42:00,2024-03-21 15:28:21,2781,14.5,60,8,38.05,0.13,0.0,3,41.18,Mobile,Medallion
100489,TX9667,2024-09-27 22:36:00,2024-09-27 23:09:23,2003,16.53,6,10,42.92,7.94,0.0,2,52.86,Mobile,Flash Cab
100490,TX4104,2024-12-10 04:04:00,2024-12-10 04:23:44,1184,19.23,25,68,49.4,0.97,0.0,3,53.37,Credit Card,Medallion
100491,TX8515,2024-08-15 22:10:00,2024-08-15 22:27:12,1032,11.39,55,14,30.59,5.58,0.0,2,38.17,Credit Card,Yellow Cab
100492,TX6772,2024-07-19 11:40:00,2024-07-19 12:12:24,1944,10.34,41,71,28.07,6.58,5.0,3,42.65,Mobile,Blue Ribbon
100493,TX9939,2024-05-30 09:06:00,2024-05-30 10:03:10,3430,12.85,28,49,34.09,8.26,0.0,1,43.35,Mobile,Blue Ribbon
100494,TX1267,2024-06-13 23:09:00,2024-06-13 23:44:32,2132,19.22,67,18,49.38,0.0,0.0,2,51.38,Mobile,Flash Cab
100495,TX2544,2024-04-19 14:21:00,2024-04-19 14:41:08,1208,4.69,5,59,14.51,3.15,0.0,1,18.66,Mobile,Yellow Cab
100496,TX5920,2024-02-20 15:25:00,2024-02-20 15:48:05,1385,7.66,12,74,21.63,5.82,0.0,2,29.45,No Charge,Medallion
100497,TX8999,2024-11-30 10:34:00,2024-11-30 10:53:50,1190,14.82,74,13,38.82,7.24,2.5,1,49.56,Mobile,Flash Cab
100498,TX8115,2024-09-23 07:44:00,2024-09-23 08:28:20,2660,7.94,54,16,22.31,7.8,0.0,2,32.11,Credit Card,Medallion
100499,TX9591,2024-12-04 08:41:00,2024-12-04 08:46:46,346,12.86,6,41,34.11,6.32,0.0,2,42.43,Credit Card,Blue Ribbon
100500,TX9269,2024-07-02 04:03:00,2024-07-02 04:55:38,3158,4.81,12,29,14.79,0.51,2.5,3,20.8,No Charge,Blue Ribbon
100501,TX9980,2024-10-13 13:23:00,2024-10-13 13:54:55,1915,3.39,52,34,11.39,3.36,2.5,0,17.25,Cash,Taxi Affiliation
100502,TX4245,2024-07-01 22:59:00,2024-07-01 23:33:39,2079,15.59,63,51,40.67,1.3,0.0,3,44.97,Credit Card,Medallion
100503,TX6298,2024-08-12 12:39:00,2024-08-12 13:34:13,3313,10.72,74,12,28.98,2.42,0.0,3,34.4,Cash,Taxi Affiliation
100504,TX5994,2024-06-03 10:57:00,2024-06-03 11:26:56,1796,7.29,22,45,20.75,3.21,5.0,0,28.96,No Charge,Medallion
100505,TX3555,2024-02-23 08:10:00,2024-02-23 08:45:04,2104,1.38,11,15,6.56,8.18,0.0,2,16.74,Cash,Yellow Cab
100506,TX6624,2024-12-11 17:58:00,2024-12-11 18:45:23,2843,18.57,15,40,47.82,8.69,0.0,0,56.51,No Charge,Taxi Affiliation
100507,TX9991,2024-01-09 12:46:00,2024-01-09 13:13:39,1659,4.58,62,19,14.24,5.38,0.0,2,21.62,Cash,Taxi Affiliation
100508,TX4288,2024-07-31 12:22:00,2024-07-31 13:12:17,3017,10.77,35,7,29.1,2.55,0.0,2,33.65,No Charge,Flash Cab
100509,TX1312,2024-01-25 11:56:00,2024-01-25 12:27:31,1891,13.38,38,50,35.36,6.63,0.0,0,41.99,Credit Card,Taxi Affiliation
100510,TX4054,2024-07-04 09:41:00,2024-07-04 10:34:26,3206,2.44,26,65,9.11,3.15,5.0,0,17.26,No Charge,Medallion
100511,TX6465,2024-12-03 12:34:00,2024-12-03 13:27:38,3218,0.92,63,51,5.46,2.47,5.0,2,14.93,Credit Card,Flash Cab
100512,TX2015,2024-05-06 12:12:00,2024-05-06 13:03:42,3102,7.36,33,50,20.91,6.25,0.0,2,29.16,Cash,Medallion
100513,TX2438,2024-12-11 19:30:00,2024-12-11 19:54:07,1447,4.9,49,67,15.01,3.42,2.5,1,21.93,Credit Card,Taxi Affiliation
100514,TX8359,2024-03-28 18:18:00,2024-03-28 19:02:06,2646,3.48,70,17,11.6,9.71,5.0,2,28.31,Credit Card,Yellow Cab
100515,TX9582,2024-07-30 19:07:00,2024-07-30 19:48:57,2517,13.84,18,56,36.47,2.02,0.0,2,40.49,Credit Card,Medallion
100516,TX6203,2024-11-30 03:50:00,2024-11-30 04:05:47,947,6.69,19,4,19.31,5.57,0.0,1,25.88,Mobile,Taxi Affiliation
100517,TX4079,2024-05-29 23:34:00,2024-05-29 23:59:42,1542,9.14,14,17,25.19,9.34,0.0,1,35.53,Credit Card,Flash Cab
100518,TX4804,2024-10-04 20:22:00,2024-10-04 21:08:46,2806,12.53,30,4,33.32,6.06,5.0,1,45.38,Mobile,Flash Cab
100519,TX7126,2024-09-07 19:04:00,2024-09-07 20:02:14,3494,9.79,24,50,26.75,5.02,5.0,3,39.77,No Charge,Taxi Affiliation
100520,TX7767,2024-02-20 07:36:00,2024-02-20 07:52:10,970,4.27,29,26,13.5,0.32,0.0,2,15.82,Credit Card,Flash Cab
100521,TX5043,2024-03-05 17:19:00,2024-03-05 17:53:59,2099,17.41,55,52,45.03,4.9,0.0,3,52.93,Cash,Medallion
100522,TX9530,2024-09-24 23:25:00,2024-09-24 23:55:58,1858,14.54,14,58,38.15,3.94,5.0,0,47.09,No Charge,Flash Cab
100523,TX9456,2024-11-15 20:09:00,2024-11-15 20:30:46,1306,10.61,7,25,28.71,3.96,0.0,3,35.67,Mobile,Taxi Affiliation
100524,TX5823,2024-05-25 04:07:00,2024-05-25 04:32:47,1547,15.59,7,67,40.67,2.86,0.0,3,46.53,Credit Card,Taxi Affiliation
100525,TX9952,2024-10-29 09:43:00,2024-10-29 10:32:06,2946,9.31,18,51,25.59,7.23,0.0,1,33.82,No Charge,Blue Ribbon
100526,TX2477,2024-06-13 09:54:00,2024-06-13 10:00:42,402,3.99,33,42,12.83,5.9,0.0,3,21.73,Credit Card,Flash Cab
100527,TX9383,2024-02-03 10:50:00,2024-02-03 11:02:47,767,14.27,21,49,37.5,6.34,0.0,3,46.84,No Charge,Flash Cab
100528,TX3369,2024-10-06 23:09:00,2024-10-06 23:25:39,999,18.29,23,7,47.15,5.65,0.0,1,53.8,No Charge,Blue Ribbon
100529,TX3155,2024-04-22 22:36:00,2024-04-22 23:30:50,3290,15.49,26,1,40.43,4.46,0.0,0,44.89,Mobile,Flash Cab
100530,TX4897,2024-06-16 05:40:00,2024-06-16 06:18:58,2338,17.18,28,76,44.48,5.44,0.0,3,52.92,No Charge,Taxi Affiliation
100531,TX4401,2024-05-29 13:57:00,2024-05-29 14:32:09,2109,2.05,7,24,8.17,6.0,0.0,2,16.17,Credit Card,Flash Cab
100532,TX6424,2024-08-26 02:25:00,2024-08-26 02:53:49,1729,1.22,12,7,6.18,8.54,5.0,2,21.72,Cash,Taxi Affiliation
100533,TX8460,2024-03-06 03:33:00,2024-03-06 03:49:00,960,13.61,75,47,35.91,6.11,5.0,1,48.02,Cash,Flash Cab
100534,TX2063,2024-10-07 01:21:00,2024-10-07 01:46:25,1525,6.8,38,61,19.57,8.98,0.0,3,31.55,Credit Card,Flash Cab
100535,TX1953,2024-09-10 03:40:00,2024-09-10 04:03:44,1424,6.92,14,74,19.86,4.14,0.0,1,25.0,Cash,Taxi Affiliation
100536,TX6185,2024-09-20 21:03:00,2024-09-20 21:55:00,3120,12.29,34,68,32.75,7.88,0.0,3,43.63,Mobile,Yellow Cab
100537,TX3947,2024-08-11 21:44:00,2024-08-11 22:27:24,2604,10.18,30,38,27.68,7.29,2.5,3,40.47,Credit Card,Flash Cab
100538,TX7783,2024-02-13 06:54:00,2024-02-13 07:00:38,398,9.57,6,43,26.22,7.97,0.0,3,37.19,Mobile,Medallion
100539,TX2111,2024-10-20 17:18:00,2024-10-20 18:06:31,2911,4.64,40,39,14.39,6.41,0.0,2,22.8,Mobile,Flash Cab
100540,TX3877,2024-02-11 16:43:00,2024-02-11 17:34:49,3109,7.0,25,43,20.05,3.96,5.0,0,29.01,Mobile,Taxi Affiliation
100541,TX8546,2024-11-29 19:33:00,2024-11-29 20:10:23,2243,16.05,69,43,41.77,6.46,2.5,1,51.73,No Charge,Taxi Affiliation
100542,TX9779,2024-12-04 01:09:00,2024-12-04 02:04:41,3341,1.59,3,27,7.07,5.21,5.0,2,19.28,Mobile,Blue Ribbon
100543,TX7382,2024-01-25 08:34:00,2024-01-25 08:49:11,911,5.97,24,77,17.58,0.31,2.5,1,21.39,Cash,Blue Ribbon
100544,TX4893,2024-09-14 00:42:00,2024-09-14 01:08:28,1588,14.34,48,58,37.67,2.71,0.0,3,43.38,Mobile,Yellow Cab
100545,TX2517,2024-07-10 10:23:00,2024-07-10 10:48:38,1538,3.91,57,65,12.63,3.74,0.0,1,17.37,Cash,Taxi Affiliation
100546,TX6363,2024-11-25 17:37:00,2024-11-25 18:16:08,2348,3.5,19,13,11.65,3.4,2.5,2,19.55,Credit Card,Yellow Cab
100547,TX1067,2024-09-21 01:23:00,2024-09-21 01:30:29,449,9.46,40,6,25.95,7.14,5.0,0,38.09,Cash,Blue Ribbon
